id,plain_summary
2089,"This bill establishes mandatory safety standards and regulatory requirements for lithium-ion batteries used in consumer products, energy storage systems, and vehicles across the UK. It requires manufacturers to conduct safety testing, include safety labelling and documentation, and implement recall procedures for defective batteries. The bill also creates enforcement powers for regulators to inspect facilities, issue penalties for non-compliance, and sets standards for battery recycling and disposal to prevent fires and environmental contamination. The legislation aims to reduce incidents of battery fires, explosions, and toxic releases that have increased significantly with the growth in lithium-ion battery use."
2090,This bill creates new safety and environmental rules for large facilities that store lithium-ion batteries. It aims to reduce the risk of fires at these storage sites and protect the environment by requiring better safety systems and proper environmental permits before these facilities can operate.
2098,"The Live Music Act 2012 simplifies the rules around hosting live music in smaller venues. It removes some licensing requirements and fees for small-scale performances (like acoustic sets in pubs), making it cheaper and easier for communities to enjoy live music without dealing with lots of government paperwork."
2099,"The Living Wage (Reporting) Bill requires large employers to publicly disclose information about how many of their employees earn below the Living Wage threshold and what proportion of their workforce this represents. The bill aims to increase transparency around low-wage employment and create public accountability for companies. By making this data publicly available, the legislation seeks to encourage employers to improve pay standards and allow consumers and investors to make informed decisions based on companies' wage practices."
2113,"This bill gives local councils in England greater powers to plan, control, and improve transport services in their areas. Currently, many transport decisions are made by central government; this bill would shift more responsibility and decision-making power to local level, allowing communities to shape their own transport systems."
2120,This bill requires local authorities (councils) to protect wildlife on the roads they maintain and repair. It aims to reduce the number of animals killed or injured by traffic by giving councils new powers and responsibilities to implement wildlife-friendly measures on local roads.
2133,"This bill would require local councils to create and regularly update Infrastructure Requirement Plans - detailed documents setting out what roads, schools, hospitals, utilities and other services their area will need over the next 10-15 years. The goal is to make sure communities have better planning for future growth and investment."
2137,"This bill gives local councils in England more control over religious observances at their official events and ceremonies. Instead of following strict national rules, each council could decide how to handle prayers, religious symbols, and other faith-related elements at council meetings and public events."
2142,"The Local Government and Elections Bill reforms how local councils operate and hold elections across England. It introduces measures to strengthen council leadership through directly elected mayors in certain areas, requires councils to publish more financial information and performance data, and changes electoral arrangements including moving to all-out elections on a four-yearly cycle in some councils. The bill aims to increase transparency, improve accountability, and modernize local government structures."
2173,"This bill regulates how local authorities can place looked-after children (children in care) in residential placements far from their home area. It sets rules about distance thresholds, consultation requirements, and safeguarding measures when councils place children in care homes or foster placements outside their local region. The bill aims to keep children closer to their families, schools, and support networks while ensuring proper oversight when distant placements are necessary. It introduces new duties for local authorities to justify and monitor these placements."
2174,"The Lord Advocate Bill addresses the constitutional role and independence of Scotland's Lord Advocate, who serves as the country's chief law officer and head of the Crown Office and Procurator Fiscal Service. The bill aims to clarify the Lord Advocate's position within Scotland's devolved government, particularly regarding their prosecutorial independence and accountability arrangements. It establishes clearer separation between the Lord Advocate's role as a government minister and their duty to act impartially in criminal prosecutions. The reforms seek to strengthen protections for prosecutorial decision-making from political interference while defining how the Lord Advocate answers to Parliament."
2175,"This bill makes changes to the Lords Spiritual - the Church of England bishops who sit in the House of Lords. The exact changes aren't yet clear, but the bill aims to update how these religious representatives participate in Parliament."
2176,"This Act allows female bishops of the Church of England to become members of the House of Lords automatically, in the same way senior male bishops have been able to for centuries. Before this law, only male bishops could hold these positions, so it removed a gender-based barrier."
2178,"This bill aims to encourage UK homes to switch from traditional gas boilers to low-carbon heating methods, such as heat pumps powered by electricity. It's designed to help reduce greenhouse gas emissions and fight climate change, though it affects how people heat their homes and hot water."
2179,"This bill would allow certain low-risk workplaces to skip formal risk assessments (detailed safety checks). It assumes some jobs are so safe that they don't need the usual safety paperwork requirements, though they'd still need to follow basic health and safety laws."
2181,"This bill proposes to ban letter boxes that are installed at low levels on buildings. The exact reasons aren't clear from the title alone, but such a law would make it illegal to have these low-level letter boxes and could require people to install them higher up instead."
2189,"This Act sets out the legal framework for how Manchester City Council operates and what powers it has to run the city. It covers things like decision-making, budgets, and how the council should serve the people of Manchester."
2195,This bill changes the rules for how the Marine Accident Investigation Branch - the UK government body that investigates shipping accidents - publishes and manages its investigation reports. It's currently at the stage where MPs debate whether the bill is a good idea before voting on the specific details.
2196,"This bill aims to create a licensing system for activities in UK marine waters (at sea). It would require certain sea-based activities to get official permission from the government, similar to how you need a license to drive a car. This helps the government manage what happens in UK waters and aims to balance business, environmental protection, and public safety."
2207,"This bill would ban or restrict bottom trawling, a fishing method where heavy nets are dragged along the seabed, within Marine Protected Areas (MPAs) in English waters. Bottom trawling disrupts seabed habitats, damages ecosystems, and can destroy marine life and fish breeding grounds. The bill aims to strengthen environmental protections in designated marine conservation zones by preventing this damaging fishing practice in these sensitive areas. It represents a targeted approach to protecting England's marine biodiversity without necessarily banning the practice in non-protected waters."
2212,"This bill would allow secular (non-religious) belief organisations to officially conduct legal marriages. Currently, only religious organisations and registrars can do this. The bill would give humanist groups and similar organisations the same legal power to marry couples, recognising that some people want meaningful ceremonies that reflect their non-religious beliefs."
2214,"This Act changed UK law to allow same-sex couples to get married legally. Before 2013, only opposite-sex couples could marry. The Act made marriage equal for everyone, regardless of whether someone is attracted to the same sex or opposite sex. It gave same-sex married couples the same legal rights and responsibilities as other married couples."
2215,"This bill would make it legal for same-sex couples (gay and lesbian couples) to get married in Northern Ireland. Currently, same-sex marriage is already legal in England, Scotland, and Wales, but Northern Ireland has different laws. This bill would bring Northern Ireland into line with the rest of the UK."
2216,"This bill would allow same-sex couples to legally marry in Northern Ireland. Currently, only different-sex couples can marry there, even though same-sex marriage is already legal in the rest of the UK. The bill would update Northern Ireland's marriage laws to match the rest of Britain."
2217,"This bill would extend same-sex marriage rights to British overseas territories that don't currently allow it. Currently, same-sex couples can marry in the UK, but some of Britain's overseas territories still ban it. The bill would change this by requiring those territories to recognize same-sex marriage as legal."
2220,"This bill proposes to make changes to the Marriage Act 1949, which is the main law controlling how marriages work in the UK. However, without knowing the specific amendments being proposed, it's difficult to say exactly what will change - you would need to read the bill's detailed proposals to understand what new rules it would introduce."
2222,"This bill proposes to amend (change) the Marriage Act 1949, which is the main law controlling how marriages work in the UK. The exact changes aren't specified in this basic information, but the bill aims to update these 75-year-old rules for modern times. It's currently at an early stage and hasn't been debated in detail yet."
2236,"This bill proposes setting a maximum wage, a legal limit on how much money the highest-paid people in the UK can earn. The exact wage limit isn't specified in this description, but the bill would prevent earnings above that threshold."
2238,"This bill requires meat producers and retailers to provide clear information to consumers about how animals were killed during the slaughter process. The labelling would indicate whether animals were stunned before slaughter (and the method used) or killed without pre-stunning, as permitted under religious exemptions. The aim is to give UK consumers transparent information about production methods when purchasing meat products, enabling them to make informed choices based on animal welfare considerations."
2245,This bill aims to make it easier for doctors to use new and experimental medical treatments for patients in life-threatening situations where conventional treatments haven't worked. It tries to balance patient safety with giving patients hope of accessing innovative therapies more quickly than the usual approval process would allow.
2259,"This bill proposes to stop Members of Parliament from having second jobs while they are serving as MPs. It would force MPs to choose between being a full-time politician or working in another profession, but not doing both at the same time."
2265,"This Act changes the rules about who can approve important mental health decisions in the UK's healthcare system. It transfers some approval powers from central bodies to senior mental health professionals, aiming to speed up decision-making for patients who need mental health treatment or care."
2283,"This bill requires the UK government to issue formal travel advice warning British citizens about the risk of methanol poisoning in specific countries or regions where contaminated alcohol has caused deaths or serious illness. The bill aims to ensure that tourists and travellers have clear, accessible information about which destinations have experienced methanol-poisoning incidents, helping them make informed decisions about where to drink alcohol abroad. It places a duty on the Foreign Office to update this advice regularly and ensure warnings are prominently displayed in travel guidance. The bill responds to cases where British travellers have died or been seriously harmed after consuming illegally-produced or contaminated alcoholic drinks in destinations where such poisoning is a known hazard."
2285,"This bill updates the official definition of 'microgeneration' - small renewable energy systems like solar panels or wind turbines that homeowners install themselves. By changing what counts as microgeneration, it aims to help more people benefit from government support for renewable energy and encourage more people to generate their own green energy."
2286,"This bill aims to encourage 'microgeneration' - when homes and local communities produce their own small amounts of renewable energy. It would likely remove barriers that currently make this difficult and could include support or incentives to help people install solar panels, small wind turbines, or other renewable energy equipment."
2289,This bill would legally require washing machines sold in the UK to have built-in filters that trap microplastics (tiny plastic fibres from synthetic clothing) so they don't escape into the water system and harm marine life and the environment.
2300,"This bill sets minimum energy performance standards for buildings across the UK. It requires buildings to become more energy-efficient by improving things like insulation and heating systems, which should reduce energy bills and help meet the UK's climate goals."
2302,"This bill proposes to amend (change) the current minimum wage rules in the UK. The exact changes aren't specified in the information provided, but the bill would alter how much employers must legally pay their lowest-paid workers."
2306,"This bill aims to create a proper enforcement system for the Ministerial Code so that when ministers break the rules of conduct, there are automatic consequences. Currently, the Prime Minister decides what happens when a minister breaks the code, but this bill would create a more independent process to investigate and punish rule-breaking."
2318,"This bill would establish a new Ministry for Poverty Prevention within the UK government with dedicated responsibility for developing and coordinating anti-poverty strategies across departments. The ministry would be tasked with setting measurable targets for poverty reduction, conducting research into poverty causes, and ensuring government policies are assessed for their impact on poverty levels. It represents an attempt to create a single governmental focus on poverty prevention rather than having anti-poverty work scattered across multiple existing departments."
2334,This bill would require manufacturers of phones and internet-connected devices to include a pre-set safety feature that blocks sexually explicit content. It also aims to make it harder for people to share illegal explicit images through these devices. The bill focuses on putting protective technology in place at the device level rather than relying only on laws or parental controls.
2348,"This bill establishes a payment scheme to compensate women and families who were harmed in mother and baby institutions in the UK, particularly Church-run facilities that operated historically. The bill requires a formal report to be produced detailing the scope of abuse, mistreatment, and forced adoptions that occurred in these institutions. It creates a legal framework for identifying eligible victims and determining appropriate financial compensation for the suffering and injustices they endured. The scheme aims to provide both redress and official recognition of institutional wrongdoing."
2355,"This bill deals with how Ofsted (the education watchdog) inspects Multi-Academy Trusts, which are groups of schools run together by one organization. It would change the inspection rules or process for these school groups, though the exact changes depend on the bill's specific details."
2356,"This bill changes the rules for 'multi-employer pension schemes' - these are shared pension plans where several companies contribute to one scheme for their workers. The bill updates how these schemes are run, protected, and managed to adapt to modern workplace needs."
2359,"This bill aims to improve safety in multi-storey car parks across the UK. It would likely set new standards that car park owners must follow to protect people from accidents, injuries, and crime when they park or walk to their cars."
2360,"This bill introduces new safety requirements for multi-storey car parks across the UK. It aims to improve safety standards in these buildings to protect car users and staff from potential hazards like fires, poor maintenance, or structural issues."
2361,"The Multi-Storey Car Parks (Safety) Bill introduces mandatory safety standards for multi-storey car parks across the UK. It requires owners and operators to implement structural inspections, improve lighting and CCTV systems, enhance emergency procedures, and ensure proper maintenance of concrete, steel, and ventilation systems. The bill aims to prevent structural failures, reduce accidents, and improve personal security for users. Failure to comply would result in enforcement action and potential penalties."
2365,"This bill allows mutual organisations (like building societies and credit unions) to create and sell redeemable shares to raise money. Currently, mutuals are structured differently from regular companies, and this change would give them a new way to fund themselves while remaining member-owned organisations."
2367,This bill would make it legal and protected for people in the UK to publicly commemorate the Nakba - a significant date in Palestinian history marking displacement and loss in 1948. It aims to safeguard the right to remember and acknowledge this event through public events or gatherings.
2368,"This bill aims to introduce environmental standards for nappies sold in the UK to reduce their impact on the environment. It would require nappies to meet certain eco-friendly requirements, such as reducing plastic content or making them more biodegradable, though the exact standards would be decided by the government."
2369,"The National Cancer Strategy Bill establishes a comprehensive, long-term framework for improving cancer prevention, early detection, and treatment across the UK. It requires the government to set measurable targets for reducing cancer incidence and mortality, allocate dedicated funding for cancer research and NHS services, and coordinate efforts between health authorities, charities, and the private sector. The bill mandates regular progress reviews and public reporting on how well the strategy is being delivered, ensuring accountability and transparency in cancer care."
2371,This bill proposes creating a National Commonwealth Military Day - an official annual day for the UK to recognise and honour military personnel and veterans from Commonwealth countries. It's similar to existing remembrance events but would create a dedicated day specifically for Commonwealth service members.
2383,"This bill would allow the NHS to introduce charges (co-payments) that patients pay when they use services, or to share costs between patients and the government (co-funding). Currently, NHS services are free when you use them. The bill is at the stage where MPs debate its general principles before detailed examination."
2388,This bill aims to make it easier for NHS and care sector workers to borrow money cheaply and avoid expensive loans like payday loans. It does this by encouraging and supporting credit unions (community lending organisations) and potentially limiting access to high-cost credit for these workers.
2390,"This bill would introduce charges for NHS patients to co-pay or co-fund some of their treatment costs, meaning people would pay some money directly when they use NHS services, rather than it being completely free. Currently, the NHS is free for all UK residents at the point of use."
2391,"This bill would introduce charges where NHS patients have to pay part of the cost of their treatment, rather than it being completely free. The government would set co-payment amounts and decide which treatments patients must help fund."
2392,"This bill would introduce charges that patients have to pay towards NHS treatment costs (called 'co-payments') and allow the NHS to raise money from other sources besides taxes ('co-funding'). Currently, NHS treatment is free at the point of use for all UK residents."
2393,"This bill would introduce a system requiring NHS patients to contribute financially toward their healthcare costs through co-payments (charges per visit or treatment) and co-funding arrangements (shared costs between the NHS and patients). Currently, NHS services are free at the point of use, funded through taxation. The bill would change this by making patients pay a portion of costs for certain services, with the stated aim of generating additional revenue for the NHS and potentially managing demand. Exemptions would likely apply to vulnerable groups such as children, pensioners, and those on low incomes."
2395,This bill requires the NHS to properly consult local communities and listen to their views before making significant changes to hospital services or healthcare provision in their area. It's about giving ordinary people a voice in decisions that affect their local healthcare rather than leaving everything to distant decision-makers.
2403,"This Act made changes to the National Insurance system in the UK. National Insurance is money that employees, employers, and self-employed people pay to fund state pensions, unemployment benefits, and the NHS. The Act adjusted how much people and businesses pay, and updated the rules for who has to pay and how it's collected."
2405,"This Act changes how National Insurance contributions work in the UK. It mainly raises the threshold at which employees start paying National Insurance (meaning some lower-paid workers pay less) and reduces what employers have to pay, aiming to make work more affordable and encourage hiring."
2413,"This bill modifies how secondary Class 1 National Insurance contributions work, the taxes that employers pay on employee wages above a certain threshold. The legislation adjusts the rates, thresholds, or application of these contributions, which directly affects how much employers must pay in National Insurance for their workforce. Changes to secondary contributions influence employer costs, wage-setting decisions, and potentially employment levels across the economy."
2416,"This bill is about setting a legal minimum wage - the lowest amount per hour that employers in the UK must pay their workers. It aims to ensure low-paid workers earn enough to live on, though people disagree about whether it helps or harms businesses and the economy."
2421,"This bill changes how national parks in the UK are governed and managed. It affects the rules, decision-making structures, and possibly the leadership of national parks, though the exact changes depend on what amendments are added during parliamentary debate."
2429,"This bill aims to give nature better legal protection by setting clear environmental targets, requiring the government to report on progress, and making sure decision-makers consider the environment properly. It's designed to reverse wildlife decline and help tackle issues like habitat loss and pollution."
2431,"This bill promotes the use of nature-based solutions to manage water and reduce flooding across the UK. It requires water companies and local authorities to prioritize natural approaches, such as restoring wetlands, improving soil permeability, planting trees, and reconnecting rivers to floodplains, alongside or instead of traditional grey infrastructure like concrete channels and dams. The bill establishes reporting requirements and targets to ensure these methods are systematically implemented, with the aim of improving water quality, reducing flood damage, and enhancing biodiversity simultaneously."
2436,"This bill gives Network Rail specific new powers or changes how they operate in Scotland. The exact details aren't clear from the basic information, but it's essentially Parliament saying Network Rail can do something new or different with Scotland's railways - similar to how a school might give a new responsibility to one of its departments."
2444,"This bill aims to improve the NHS 111 telephone service by making sure staff receive proper training and are properly supervised by qualified clinicians. The goal is to ensure that when people call 111 for health advice, they're getting guidance from well-trained staff who are checked and supported by medical professionals."
2445,"This bill would change the rules about how many hours doctors and surgeons can work in NHS emergency hospital departments. Currently, strict EU-based limits prevent them working very long shifts, but this bill would relax those limits to give hospitals more control over scheduling."
2446,This bill requires the NHS to keep better records of how much healthcare is used by foreign nationals (people who aren't UK residents) and potentially charge them for non-emergency treatment. It aims to recover some of the NHS's costs from overseas visitors rather than having British taxpayers cover these expenses.
2457,"This bill aims to control how Non-Disclosure Agreements are used in the UK. NDAs are contracts that prevent people from sharing information (like business secrets). The bill would likely restrict NDAs that stop people reporting serious wrongdoing, protecting workers who want to speak up about things like abuse or illegal activity at work."
2458,"This bill would restrict the use of Non-Disclosure Agreements (NDAs) in certain situations, particularly to prevent their use in concealing wrongdoing such as harassment, discrimination, or illegal activity. The legislation aims to allow workers and other affected parties to report misconduct to relevant authorities or legal representatives without fear of legal action from their employers or organisations. It seeks to balance legitimate business interests in protecting confidential information with the public interest in preventing cover-ups of serious misconduct."
2459,"This bill restricts the use of Non-Disclosure Agreements (NDAs) in cases involving serious wrongdoing like sexual harassment, discrimination, or criminal activity. It ensures that people who've experienced these harms can report them to authorities or speak publicly about what happened, without being silenced by legal agreements they've signed."
2460,"This Act changes how non-domestic properties (like shops, offices, and factories) are valued and taxed in the UK. It updates the rules for calculating business rates so the system is more modern and reflects current property values."
2461,"This bill updates the system for creating and managing the official lists that decide how much non-domestic rates (business property tax) businesses have to pay. It modernises the rules and processes used to value business properties and calculate what councils charge them, with the aim of making the system clearer and more efficient."
2463,"This Act reforms how councils value non-domestic (business) properties for tax purposes in England. It updates the rules for creating and maintaining the lists used to calculate business rates, aiming to make the system more modern, accurate, and efficient."
2464,"This bill modifies the non-domestic rates system (business property tax) by adjusting the multipliers used to calculate bills for different types of properties. Crucially, it extends business rate relief to private schools, treating them more favorably in the rating system than they previously were. The bill allows the government to change the multiplier rates, the percentages applied to property valuations to determine tax liability, giving flexibility in how much different businesses and organizations pay in property taxes."
2465,This Act reduces the amount of business tax that nurseries and plant-growing grounds have to pay to local councils. It's designed to give these types of businesses financial help by lowering their operating costs.
2466,This Act prepares the way for the UK government to modernise how business property taxes are managed by introducing digital services. It's essentially groundwork to move from paper-based systems to online platforms for handling non-domestic rates.
2467,"This bill aims to reduce the non-domestic rates (business property taxes) that councils charge on public lavatories. The goal is to make it cheaper to run public toilet facilities, which could help ensure more of them stay open and accessible across the country."
2469,"This bill would change UK passports so they don't require people to choose between 'male' or 'female'. Instead, passengers could select a non-gender-specific option (like 'X' or leave it blank), allowing those who don't identify as either gender to have official documents that match their identity."
2478,"This Act is designed to help Northern Ireland's political parties negotiate and set up a functioning government. After politicians from different communities stopped cooperating, this law tries to restart talks and get decision-making working again so the country can be properly governed."
2480,"This bill amends (changes) a 2019 law about how Northern Ireland's executive gets set up after elections. Essentially, it adjusts the rules and timescales for when politicians must form a working government, which is important because Northern Ireland's political system requires power-sharing between different communities."
2482,This Act creates temporary (short-term) rules to keep Northern Ireland's government functioning when normal arrangements have broken down. It's designed as a bridge solution to maintain public services while politicians try to restore normal working relationships.
2490,This Act puts into law an agreement made at Stormont (the Northern Ireland Parliament) to improve how the government runs and to help solve long-standing problems in the region. It's designed to ensure the peace process continues and that politicians from different backgrounds can cooperate on practical issues that affect people's daily lives.
2495,This Act sets out the budget - the government's spending plan - for Northern Ireland in 2018. It decides how much money different government departments get to spend on public services and infrastructure that year.
2499,"This Act allows Northern Ireland's government to adjust its budget and spend money in ways that wouldn't normally be allowed, because the government was unable to agree on a regular budget. It was a temporary measure to keep essential public services running when normal budget-making had broken down."
2501,"This bill allows the government to change the Northern Ireland Protocol, the post-Brexit agreement that keeps some EU rules in Northern Ireland to avoid a hard border with Ireland. The bill gives ministers power to alter these rules without Parliament voting on each change, making trade between Northern Ireland and Great Britain simpler."
2502,"The Northern Ireland Troubles Bill creates a new independent commission to investigate deaths and serious injuries that occurred during the conflict in Northern Ireland (roughly 1968-1998). Rather than pursuing traditional criminal prosecutions, the commission will conduct investigations into past incidents and publish findings. The bill grants a conditional amnesty, immunity from prosecution, to those who cooperate fully with the commission and disclose what happened. This represents a shift from criminal justice toward a truth-seeking and reconciliation approach."
2508,"This Act sets up a system to monitor and regulate nuclear facilities in the UK to make sure they're safe and secure. It replaces previous EU-based nuclear safeguards rules that applied when Britain was in the European Union, allowing the UK to have its own independent nuclear safety and security system."
2513,This bill would require OFCOM (the organisation that regulates TV and internet services in the UK) to have a specific legal responsibility to help prevent serious self-harm and suicide online. It aims to make social media platforms and websites safer for people who are struggling mentally by holding them more accountable for harmful content.
2514,"This bill creates official sentencing guidelines for crimes of violence and harm under a 160-year-old law. Currently, judges have less formal guidance on how long sentences should be, so this bill aims to make sentencing more consistent across different courts and different judges."
2521,"This bill would require the Office for Budget Responsibility to independently verify how much political parties' election promises would cost and make these figures public. Currently, parties don't have to prove their policies are affordable - this bill aims to change that so voters can see which promises are realistic."
2523,This bill proposes setting up a new 'Office for Science Quality Assessment' - a government organization designed to evaluate and maintain standards for scientific research across the UK. It would examine how science is conducted and help ensure it's reliable and trustworthy.
2532,"This bill aims to help make off-patent medicines more affordable and accessible. Once a medicine's patent expires, other companies can make cheaper copies called generics. The bill likely contains measures to encourage this, reduce costs to patients and the NHS, or improve how these medicines are distributed and regulated in the UK."
2533,"This bill grants police extended powers to stop, search, and seize off-road motorcycles and quad bikes used without permission on public land or in ways that cause nuisance. It aims to address anti-social behaviour and environmental damage caused by uncontrolled off-road biking, particularly in rural areas and green spaces. The legislation allows officers to take action against vehicles used recklessly or illegally, with provisions for confiscation and potential prosecution of riders. The bill seeks to balance enforcement capabilities with community safety concerns about unregulated off-road bike activity."
2534,"This bill would require off-road vehicles to be officially registered with the government, creating a record of who owns them. The 'money resolution' stage means Parliament is deciding whether the government should spend public money to set up and run this new registration system."
2535,"This bill would require people who own off-road vehicles to register them with the government and get official documentation, like car owners do. The aim is to reduce illegal off-road biking in public spaces and give authorities better ways to identify and track these vehicles."
2536,"This bill would require off-road vehicles to be officially registered with the government, likely through a database. This means owners would need to record their vehicle details with authorities, similar to how car owners must register their vehicles, to create an official record of who owns which off-road vehicles."
2537,"This bill would require people who own and use off-road vehicles to register them with a central system. The government would keep a record of who owns each vehicle, similar to how car registration works, making it easier to track vehicles and their owners."
2544,"This bill requires on-demand streaming services to make their content accessible to people with hearing or sight disabilities. It means services must provide subtitles for deaf people, audio descriptions for blind people, and other features so everyone can watch and enjoy programmes regardless of their disabilities."
2551,"This bill would require online retailers to verify that customers are the correct age before selling age-restricted items like alcohol, tobacco, and certain knives. It aims to bring online shopping rules in line with existing rules for physical shops, which must already check ID for these products."
2560,"This bill requires online services and social media platforms to implement age verification or age assurance measures to restrict access by children below a certain age (likely 13 or 16, depending on the service). Platforms would need to take reasonable steps to prevent underage users from accessing age-restricted content or services, with potential fines for non-compliance. The bill aims to protect children from harmful online content, predatory behaviour, and excessive screen time by creating legal obligations for tech companies rather than relying on voluntary measures."
2566,"This bill allows the UK to continue being a member of the Open Skies Agreement, an international treaty that lets participating countries conduct aerial observation flights over each other's territory to monitor military activities and build trust. It's about maintaining a long-standing defence and security agreement with other countries."
2570,"This bill would change how organ donation works in the UK. Instead of needing to register to be an organ donor, you would automatically be a donor when you die unless you've previously opted-out (said you don't want to donate). The aim is to increase the number of organs available to help people waiting for transplants."
2571,"This Act changed how organ donation works in the UK by switching to 'deemed consent' - meaning the government assumes you're willing to donate your organs when you die, unless you've registered that you don't want to. It aims to increase the number of organs available for people needing transplants."
2572,"This bill would switch the UK from an 'opt-in' organ donation system (where you choose to donate) to a 'presumed consent' system (where you're automatically a donor unless you say no). The aim is to increase the number of organs available for transplants and save more lives, while still allowing people to refuse if they want to."
2590,"This bill asks the UK Parliament to officially recognise Palestine as an independent state. It's a symbolic measure expressing Parliament's view on the Israeli-Palestinian conflict, rather than a law that changes day-to-day government operations."
2591,"This bill proposes that the UK Parliament officially recognizes Palestine as an independent state. It's a political statement about how the UK should position itself on the Israeli-Palestinian conflict, rather than a law that directly changes UK rules or services."
2593,"This bill would commit the UK Parliament to recognize Palestine as an independent state. It would require the Government to establish formal diplomatic relations with Palestine and work toward Palestinian statehood through international channels. The bill represents a parliamentary statement of intent on UK foreign policy toward the Israeli-Palestinian conflict, though its practical effect depends on Government implementation and would need to navigate existing international law and diplomatic frameworks."
2595,"This bill calls on the UK government to formally recognize Palestine as an independent state. It represents a symbolic parliamentary statement rather than legislation that would automatically change UK policy, as foreign recognition decisions are made by the government, not Parliament. The bill seeks to commit the UK to supporting Palestinian statehood as part of resolving the Israeli-Palestinian conflict. Passage would signal parliamentary support for this position but would require the government to decide whether to implement formal diplomatic recognition."
2597,"This bill aims to improve palliative care services in the UK - the medical and emotional care given to people with serious illnesses who cannot be cured. It focuses on making sure these services are better organised, more accessible, and consistently good quality across all regions of the country."
2608,This bill requires park home site owners (people who own the land where mobile homes are placed) to get a license from the government and follow set standards. The aim is to protect people living in park homes by making sure their sites are well-managed and owners treat residents fairly.
2611,"This bill aims to stop publicly-owned parks and playing fields from being sold. It protects green spaces that belong to councils or other public bodies, ensuring they stay as places where people can play sports, exercise, and spend time outdoors rather than being developed or sold for profit."
2616,"This bill gives the government better powers to manage Parliament Square - the public space around Westminster. It allows authorities to set rules about events, gatherings, and protests in the area to maintain order and safety, while balancing public access to this important democratic space."
2622,"This Act gives permission and funding for a large-scale restoration and renewal project of the Parliamentary Buildings in Westminster. It's essentially Parliament's way of saying 'yes' to fixing up the old, historic building that houses the House of Commons and House of Lords."
2626,This bill makes changes to parliamentary constituencies - the local areas that each MP represents. It's being reviewed in detail at committee stage to decide exactly what changes should be made before Parliament votes on the final version.
2632,This bill deals with parliamentary privilege - the legal protection that allows MPs and Lords to say things in Parliament that would normally get them sued for defamation (damaging someone's reputation). It's about balancing politicians' freedom to speak openly in debates with protecting ordinary people from having lies spread about them.
2633,"This bill requires the UK government to submit trade agreements to Parliament for scrutiny and approval before they come into force. It gives MPs and Lords the power to review trade deals, debate their terms, and vote on whether to accept them, rather than allowing the government to sign agreements without parliamentary oversight. The bill aims to ensure that major trade agreements reflect Parliament's will and protect British interests in areas like workers' rights, environmental standards, and NHS access. Essentially, it shifts control over trade policy from executive decision-making to democratic parliamentary approval."
2637,"This bill makes changes to the rules and standards that MPs must follow. It's a follow-up amendment to an earlier standards bill, and it aims to update or clarify the guidelines that control MP conduct, such as how they handle money, gifts, or conflicts of interest."
2642,"This Act establishes a framework for the public ownership and operation of passenger railway services across the UK. Rather than allowing private train operating companies to run services under franchise agreements, the legislation enables the government to bring railway lines into public ownership as franchises expire or are terminated. The Act aims to give the state direct control over rail operations, fares, service quality, and investment decisions, with the stated goal of improving passenger experience and reducing reliance on private profit-driven operators."
2650,"The Pavement Parking Bill would give local councils in England the power to restrict or ban vehicles from parking on pavements (sidewalks). Currently, only London has this authority. The bill aims to improve safety and accessibility for pedestrians, wheelchair users, and people with buggies by preventing cars from blocking footpaths. Councils would have flexibility to decide their own parking rules based on local needs rather than following a one-size-fits-all national approach."
2655,"This bill aims to create rules for pedicabs (three-wheeled bicycle taxis) in London. It would set up a licensing system so pedicabs must meet safety standards, carry insurance, and be properly registered before they can pick up passengers on London's streets."
2661,"This bill introduces special pension rules for individuals at the end of their life, likely allowing exceptional access to pension funds or modified withdrawal conditions when someone has a terminal diagnosis or limited life expectancy. The precise measures are not detailed in available information, but such legislation typically permits early pension withdrawal, lump-sum distributions, or relaxed drawdown rules without the usual age restrictions or tax penalties that normally apply. The bill aims to give people facing imminent death greater financial flexibility and control over their accumulated pension savings during their final period."
