id,support_explanation
2330,"- Protects vulnerable residents from sudden, excessive pitch fee increases that can force long-term residents from their homes, many of whom are retired or on low incomes
- Introduces mandatory dispute resolution processes that are faster and cheaper than court proceedings, making justice more accessible to residents who cannot afford lengthy legal battles
- Clarifies residents' security of tenure by requiring site owners to follow fair procedures before eviction, preventing arbitrary removal from homes
- Strengthens transparency requirements on site operators, ensuring residents understand their rights and obligations, reducing exploitation through unclear or hidden terms"
2345,"[""- Addresses a decade-long injustice: thousands of borrowers have paid tens of thousands of pounds extra in interest through no fault of their own, while others remortgaged to cheaper rates, creating unfair outcomes."",""- Provides transparency and accountability: a formal inquiry would establish facts about lender practices, regulatory failures, and the true scale of the problem, which remains poorly documented."",""- Could lead to practical remedies: findings might support compensation schemes, regulatory changes to lending criteria, or targeted support, giving affected homeowners a genuine pathway to relief."",""- Relatively low cost: an inquiry is less expensive than litigation or universal compensation and provides evidence to inform any future policy decisions.""]"
2348,"[""- Provides financial compensation and justice to survivors of institutional abuse who have waited decades for recognition and support"",""- Creates an official public record through the report, validating victims' experiences and holding institutions accountable for documented harm"",""- Acknowledges historical injustices including illegal adoptions, separation of families, and poor conditions that caused lasting trauma and prevented people from tracing their relatives"",""- Establishes a systematic process for identifying eligible claimants rather than forcing individuals to pursue costly legal action independently""]"
2355,"Voting to support this bill means you believe Multi-Academy Trusts (groups of schools managed together) should be inspected by Ofsted in a specific way. If it passes, it would likely change how these school groups are checked for quality and performance, potentially making inspections more thorough or regular."
2356,"Voting to support this bill means you think the changes to multi-employer pension schemes are a good idea. If it passes, it would update the rules for how these shared workplace pensions work, likely making them fairer or easier to manage for employers and employees."
2359,"Voting for this bill means you want the government to make multi-storey car parks safer for people who use them. If it passes, car park owners would have to follow new safety rules, which could include better lighting, security cameras, clearer exits, or improved maintenance to prevent accidents and crime."
2360,"Voting to support this bill means you believe multi-storey car parks need stronger safety rules. If it passes, car park owners would have to follow new safety standards to protect people from accidents, fires, or structural problems."
2361,"[""- Prevents catastrophic structural failures: Regular inspections and maintenance standards can identify deteriorating concrete or corroded steel before collapse occurs, protecting lives"",""- Reduces crime and improves safety: Enhanced CCTV coverage, better lighting, and clearer emergency procedures deter criminal activity and help users feel secure"",""- Establishes consistent national standards: Currently safety varies widely between car parks; standardised requirements ensure uniform protection regardless of location"",""- Reduces insurance costs long-term: Operators maintaining higher safety standards may face lower liability insurance premiums, offsetting compliance costs""]"
2364,"Supporting this Act means allowing mutual organisations (like building societies and credit unions owned by their members) to issue special shares that give members ownership benefits. Supporters believe this helps these organisations raise money and grow while staying member-focused, rather than converting to banks."
2365,"Voting to support this bill means you want to allow mutuals (member-owned financial organisations like building societies and credit unions) to issue redeemable shares. This would give these organisations more flexibility to raise money and grow their business, similar to how other companies operate."
2367,"Voting for this bill means you believe people should be allowed to publicly commemorate the Nakba - the Arabic word for 'catastrophe', referring to the displacement of Palestinians in 1948. If it passes, it would protect the right to hold events, gatherings, or memorials marking this historical event without legal restrictions."
2369,"- Establishes legally binding targets for cancer outcomes, ensuring sustained political commitment rather than short-term, reactive policymaking that changes with each government
- Increases early detection rates by funding screening programmes and public awareness campaigns, which typically allows treatment at earlier, more survivable stages when costs are lower
- Guarantees long-term funding stability for cancer research and NHS services, enabling researchers and clinicians to plan multi-year projects that might otherwise be abandoned due to budget cuts
- Creates coordinated national standards across all regions, preventing postcode lottery where patients in some areas receive significantly better care than others"
2370,"Supporting this Act means backing the National Citizen Service (NCS) programme, which gives young people aged 15-17 the chance to do voluntary work, learn new skills, and become more involved in their communities. Supporters believe it helps young people develop confidence, make friends from different backgrounds, and understand what it means to be a responsible citizen."
2372,"Voting to support this bill means you want emergency life support skills (like CPR and recovery position) to be taught to all schoolchildren as part of the national curriculum. If it passes, these potentially life-saving skills would become a required subject in schools, meaning every student would learn them before leaving secondary school."
2383,Voting to support this bill means you believe patients should help pay for some NHS services through co-payments (small charges at point of use) or co-funding (sharing costs with the government). Supporters argue this could raise extra money for the NHS and encourage people to use services more responsibly.
2384,"Voting to support this bill means you believe patients should pay a share of NHS costs through co-payments or co-funding. Supporters argue this could raise money for the NHS, reduce wasteful use of services, and help fund healthcare better."
2388,"Voting to support this bill means you want to help NHS and care workers access cheaper borrowing options. If it passes, these workers would be able to use credit unions (non-profit lending organisations) and avoid expensive high-cost loans, potentially saving them significant money on interest payments."
2393,"[""- Generates additional revenue for the NHS without requiring equivalent increases in general taxation, potentially allowing more NHS funding for treatments and services without raising income tax or national insurance"",""- May reduce unnecessary GP visits and non-urgent A&E attendances by introducing a small financial barrier, encouraging patients to use services more carefully and freeing staff capacity for serious cases"",""- Creates a more transparent relationship between healthcare use and cost, potentially making patients more aware of healthcare expenses and encouraging preventative health behaviours"",""- Could reduce waiting lists by allowing those who can afford it to opt for private alternatives, while protecting free access for those unable to pay""]"
2408,"[""- Reduces employer costs for offering workplace pensions, making it more financially viable for small and medium-sized businesses to establish or expand pension schemes for staff"",""- Encourages employers to increase pension contributions, potentially leading to better retirement outcomes for employees without equivalent wage increases"",""- Improves the competitiveness of UK businesses by lowering non-wage employment costs compared to other countries with similar NIC structures"",""- Supports the government's pension savings policy by using tax relief as an incentive, rather than requiring direct public spending on pension administration""]"
2413,"- Reducing employer National Insurance contributions lowers business operating costs, allowing companies to invest more in wages, hiring, and expansion, particularly benefiting small and medium-sized enterprises
- Lower employer contributions can stimulate job creation and economic growth by making employment more affordable for businesses across all sectors
- Simplified or reformed contribution rules reduce administrative complexity and compliance costs for employers managing payroll
- Relief from National Insurance can help UK businesses remain competitive internationally and with lower-taxed economies when recruiting and retaining talent"
2416,"Voting to support this bill means you want the government to set or update the lowest wage that employers must pay workers. If it passes, employers would be legally required to pay at least this amount, which supporters argue helps low-paid workers afford essentials like rent and food."
2417,"Voting to support this bill means you want Parliament to pass a law that sets or changes the minimum wage (the lowest amount employers must pay workers per hour). If it passes, employers would be legally required to pay workers at least this amount, which supporters believe helps low-paid workers afford a decent living."
2431,"[""- Reduces long-term flooding costs by addressing root causes: natural solutions like wetland restoration and permeable surfaces absorb water at source, preventing expensive downstream flooding and infrastructure damage"",""- Improves water quality and availability: restored natural systems filter pollutants, recharge groundwater, and reduce reliance on energy-intensive water treatment, benefiting both human health and aquatic ecosystems"",""- Creates multiple benefits simultaneously: green corridors and restored habitats enhance biodiversity, increase recreational spaces, improve mental health, and provide carbon sequestration, delivering value beyond flood management alone"",""- Holds water companies accountable: mandatory reporting and targets ensure private water companies invest in sustainable solutions rather than repeatedly raising bills to fund only conventional engineering approaches""]"
2436,"Voting to support this bill means you want to give Network Rail (the company that owns and manages most of Scotland's railway infrastructure) specific new powers or responsibilities in Scotland. If it passes, Network Rail would be able to do whatever the bill allows - for example, it might give them permission to manage rail lines differently, make decisions faster, or take on new duties in Scotland."
2437,"[""- Early identification of neurodivergent students allows them to receive tailored support before falling behind academically, improving outcomes in literacy, numeracy, and emotional wellbeing"",""- Teacher training ensures educators can recognize neurodivergent traits in the classroom and implement practical adjustments (like alternative seating, extended time, or modified instructions) that benefit these students without requiring expensive specialist interventions"",""- Systematic screening reduces the current two-tier system where affluent families access private diagnosis while disadvantaged families go undiagnosed, promoting educational equity across socioeconomic backgrounds"",""- Earlier diagnosis reduces long-term costs to the NHS and social services by preventing behavioral crises, mental health problems, and post-education unemployment that often result from unidentified neurodivergence""]"
2440,"[""- Reduces household energy bills long-term by generating free electricity on-site, lowering dependence on the grid and protecting residents from future energy price increases"",""- Accelerates the UK's progress towards net-zero carbon targets by embedding renewable energy generation into the housing stock from the point of construction"",""- Creates a large, predictable market for solar manufacturers and installers, potentially driving down costs through economies of scale and creating skilled green jobs across the UK"",""- Improves air quality and public health by displacing fossil fuel-based electricity generation, with particular benefits in areas with poor air quality""]"
2441,"Supporting this Act means backing measures to improve or manage New Southgate Cemetery for the local community. It could help ensure the cemetery is well-maintained, accessible, and properly run for families who need burial services or wish to visit their loved ones."
2446,"Voting to support this bill means you think the NHS should track and audit how much healthcare is provided to foreign nationals, and possibly charge them for it. Supporters believe this could save NHS money by ensuring visitors and non-residents pay for their care rather than UK taxpayers covering the cost."
2448,"A vote to support this bill means you think NHS England should be allowed to offer alternative treatments (like herbal medicine, acupuncture, or other non-traditional therapies) alongside standard medical care. If it passes, patients would have more treatment options available through the NHS."
2450,"[""- Expands patient choice and autonomy by allowing individuals to access a broader range of treatments they may prefer, particularly those with cultural or personal significance"",""- May reduce NHS costs in certain areas if alternative treatments prove effective for conditions like chronic pain or stress, potentially decreasing reliance on expensive pharmaceuticals or procedures"",""- Could improve patient satisfaction and health outcomes for those who experience placebo effects or psychological benefits from complementary therapies alongside conventional treatment"",""- Acknowledges that some alternative treatments (such as acupuncture for certain pain conditions) have emerging evidence of effectiveness and deserve formal NHS integration""]"
2455,"- Protects vulnerable people from severe psychological harm and harassment campaigns, particularly women and children who are disproportionately targeted by non-consensual intimate image sharing
- Closes legal gaps by criminalizing AI-generated fake sexual imagery, which existing laws do not adequately cover and which has become easier to create
- Establishes deterrents through criminal sanctions, making potential offenders aware of serious legal consequences for violating others' dignity and privacy
- Enables victims to have clearer legal recourse and support from law enforcement, rather than having limited options under existing legislation"
2457,Voting to support this bill means you think the government should introduce new rules about Non-Disclosure Agreements (NDAs) - legal contracts that stop people talking about certain information. Supporters believe these rules are needed to protect workers and prevent NDAs being misused to hide wrongdoing like harassment or illegal behaviour.
2458,"[""- Enables victims of workplace harassment, discrimination, or assault to report crimes to police and regulators without facing legal consequences or financial penalties from their employers"",""- Protects whistleblowers who need to disclose illegal activity or serious wrongdoing to relevant authorities, regulatory bodies, or legal advisers without breaching confidentiality clauses"",""- Increases accountability within organisations by preventing NDAs from being used as tools to silence complaints and enabling patterns of misconduct to be identified and addressed"",""- Maintains reasonable confidentiality protections for genuinely sensitive business information while preventing misuse of NDAs to conceal crimes or systemic abuse""]"
2459,"Voting to support this bill means you want to restrict the use of Non-Disclosure Agreements (NDAs) - legal contracts that stop people from speaking about wrongdoing. Supporters believe the bill protects victims of harassment, discrimination, or illegal behaviour by allowing them to speak out and report crimes, even if they've signed an NDA."
2462,"Supporting this bill means voting to update how business property taxes (called 'non-domestic rates') are calculated and recorded in the UK. If it passes, it would modernize the system for assessing the value of shops, offices, factories and other business buildings, potentially making the process fairer and more efficient."
2463,"Supporting this Act means backing changes to how business property taxes (called 'rates') are calculated and listed. It could help make the system fairer and more up-to-date, potentially reducing unfair tax burdens on some businesses and ensuring valuations better reflect real property values."
2464,"[""- Private schools receive targeted rate relief, reducing operating costs and potentially allowing them to lower fees, making independent education more accessible to middle-income families"",""- Adjustable multipliers provide the government with a tool to support struggling sectors and businesses by reducing their property tax burden during economic downturns"",""- Private schools provide education without drawing on state funding; rate relief recognizes their contribution to the education system and reduces the need for public subsidy"",""- Lower business rates for qualifying properties can encourage investment and expansion in priority sectors without requiring direct government spending""]"
2466,"Supporting this Act means backing plans to make the non-domestic rating system (how business property taxes are calculated) work better using digital technology. It could make the system faster, more accurate, and easier for businesses to understand and interact with online."
2469,"Voting to support this bill means you want UK passports to allow a non-binary or unspecified gender option, rather than just 'M' or 'F'. If it passes, people who don't identify as male or female would be able to get passports that reflect their identity."
2470,"Voting to support this bill means you want North Northamptonshire to have better urgent care facilities (places where people can get quick medical treatment for non-emergency situations). If it passes, the area would get new or improved facilities to help patients who need fast care but don't need a full hospital."
2471,"Voting to support this bill means you want better urgent care facilities in North Northamptonshire. If it passes, it would allow the area to improve or expand services like walk-in centres and minor injury units, making it easier for local people to get quick medical help without going to A&E."
2472,"Voting to support this bill means you want new or improved urgent care facilities in North Northamptonshire. If it passes, the area would get better access to quick medical treatment for non-emergency situations like minor injuries or illnesses, which could reduce pressure on A&E departments."
2477,Supporting this Act means backing two main goals: helping Northern Ireland form a working government (which had been stuck without leaders) and making it easier for people to donate organs and tissues after death to save lives. Supporters believe this encourages life-saving donations and gets the government functioning again.
2480,"Voting to support this bill means you want to change the rules about how Northern Ireland's government gets formed after elections. If it passes, it would make it easier or faster for politicians to create a working executive (the main decision-making group) when there are disagreements."
2481,"Supporting this Act means backing efforts to get Northern Ireland's government working again. It aims to help politicians from different sides form an executive (the main decision-making body), so important decisions about schools, hospitals, and local services can be made quickly."
2488,"Supporting this Act means backing efforts to bring peace and stable government to Northern Ireland. It implements an agreement that helped restore the power-sharing government, allowing politicians from different communities to work together and make decisions for Northern Ireland."
2502,"- Provides families with answers about what happened to their loved ones, even if criminal prosecutions don't follow, ending decades of uncertainty for victims
- Allows aging perpetrators to come forward and explain their actions without fear of imprisonment, potentially breaking deadlocks where witnesses have otherwise remained silent
- Avoids lengthy, costly criminal trials that could reignite conflict and division in communities still healing from the violence
- Creates a permanent public record of Troubles-related deaths and injuries, establishing historical documentation that would otherwise remain hidden"
2504,"[""- Provides legal clarity and certainty for livestock traders and the market operator by establishing clear statutory powers and regulations, reducing disputes and operational uncertainty"",""- Enables the market to modernise facilities and adapt trading practices to meet contemporary animal welfare and biosecurity standards"",""- Protects the local agricultural community and rural economy by securing a dedicated, properly regulated venue for livestock trading in the Norwich area"",""- Establishes formal governance structures and dispute resolution mechanisms, ensuring the market operates fairly and transparently for all users""]"
2511,"- Protects patient safety by ensuring only properly trained and regulated professionals can claim to be nurses, reducing risks from unqualified practitioners- Enhances public trust in the profession by making it clear who is a qualified nurse and who is not, ending confusion with unregulated care workers- Strengthens professional standards by legally enforcing that nurses must meet NMC registration requirements, continuing professional development, and code of conduct expectations- Prevents unscrupulous operators from exploiting the unprotected title to gain credibility or charge fees for nursing services they are not qualified to provide"
2513,"Voting to support this bill means you want OFCOM (the TV and internet regulator) to have a legal duty to help prevent serious self-harm and suicide online. If it passes, OFCOM would need to take action against harmful content and platforms that don't do enough to protect vulnerable users, potentially making the internet safer for people in crisis."
2521,Voting for this bill means you want the Office for Budget Responsibility (OBR) - an independent government organisation - to officially check and publish the cost of policies promised by political parties before elections. Supporters believe this would make politics more honest by forcing parties to prove their promises are affordable.
2523,"Voting to support this bill means you want a new government office created to check the quality of scientific research in the UK. If it passes, this office would review how well science is being done and help make sure taxpayer-funded research meets high standards."
2528,"- Creates a single, accessible point of contact for whistleblowers, reducing confusion about where to report wrongdoing and ensuring complaints are handled consistently across different sectors
- Offers financial protection to whistleblowers during investigations and legal proceedings, removing the financial hardship that currently deters many from coming forward about serious misconduct
- Provides legal representation and expert guidance to whistleblowers, significantly improving their chances of successful outcomes against well-resourced organizations
- Establishes robust anti-retaliation measures with real enforcement powers, ensuring whistleblowers cannot be dismissed, demoted, or harassed without legal recourse and penalties for employers"
2531,"Voting to support this bill means you want to make off-patent drugs (older medicines no longer protected by patents) cheaper and more widely available. If it passes, these medicines could become more affordable for patients and the NHS, and other companies could manufacture them more easily."
2532,"Voting to support this bill means you want to make off-patent drugs (medicines no longer protected by patents) cheaper and more available to patients. If it passes, people could access these older medicines at lower costs, saving money for the NHS and patients who need them."
2533,"[""- Provides police with practical legal tools to tackle the genuine problem of anti-social off-road biking that damages rural environments, disturbs residents, and creates safety hazards in local communities"",""- Protects vulnerable landscapes including farmland, parks, and nature reserves from environmental damage caused by repeated illegal off-road bike use"",""- Gives officers clearer authority to seize vehicles used unlawfully, creating a genuine deterrent against repeat offenders and making enforcement faster and more effective"",""- Addresses community complaints about noise pollution and safety risks in areas where off-road biking is widespread, particularly affecting rural residents with limited recourse""]"
2534,"Voting to support this bill means you want off-road vehicles (like quad bikes and dirt bikes) to be registered and tracked by the government, similar to cars on roads. Supporters believe this would help reduce theft, improve safety, and make it easier to trace vehicles used in illegal activities."
2535,"Voting to support this bill means you want off-road vehicles (like quad bikes and dirt bikes) to be registered and tracked by the government, similar to regular cars. Supporters believe this would help reduce illegal use, improve safety, and make it easier for authorities to track stolen vehicles."
2536,"Voting for this bill means you want off-road vehicles (like quad bikes and dirt bikes) to be registered and tracked, similar to cars on roads. Supporters believe this will help reduce illegal activity, improve safety, and make it easier for authorities to identify vehicle owners if there are accidents or crimes."
2537,"Voting to support this bill means you want off-road vehicles (like quad bikes and dirt bikes) to be registered and tracked, similar to cars on the road. Supporters believe this would help police catch criminals, reduce theft, and make off-road vehicle use safer and more accountable."
2550,"Voting for this bill means you want online shops to check customers' ages before selling age-restricted items like alcohol, cigarettes, and gambling products. Supporters believe this protects young people from buying these products illegally online."
2551,"Voting to support this bill means you think online shops should be required to check customers are old enough before selling age-restricted products like alcohol, tobacco, and knives. Supporters believe this protects young people from buying harmful products online, similar to how physical shops already have to check ID."
2560,"[""- Protects children from exposure to age-inappropriate content including pornography, gambling, and extreme violence by creating enforceable legal duties on platforms rather than self-regulation"",""- Reduces the risk of child exploitation and grooming by restricting access to platforms commonly used by predators to target minors"",""- Addresses the mental health crisis among young people by limiting access to social media designed to be addictive, which research links to depression and anxiety"",""- Creates a level playing field where all platforms must meet the same safety standards, preventing companies from gaining competitive advantage through lax child protection""]"
2561,"Voting to support this bill means you want it to become law. If it passes, it would make it easier for people to cancel online services (like subscriptions or memberships) - likely by requiring companies to offer a cancellation method that's just as simple as signing up."
2570,"Voting to support this bill means you want to change the organ donation system so that people are automatically considered donors when they die, unless they've chosen to opt-out beforehand. Supporters believe this would save more lives by increasing the number of organs available for transplants, since many people don't actively register as donors even though they'd be willing to help."
2579,"[""- Improves children's mental health and reduces anxiety by providing regular time in natural environments, with growing evidence linking outdoor activity to reduced stress and improved emotional wellbeing in young people"",""- Addresses sedentary lifestyles and childhood obesity by making physical outdoor activity a mandatory part of schooling rather than optional or dependent on family circumstances"",""- Ensures environmental literacy by giving all children hands-on experience with ecosystems and sustainability, creating better-informed citizens on climate and conservation issues regardless of their background"",""- Reduces educational inequality by guaranteeing outdoor learning access to all pupils, preventing outdoor education from remaining a privilege only available to schools with wealthy catchment areas or active parent fundraising""]"
2580,"Voting to support this bill means you want the government to make sure people have better access to information about ovarian cancer - including symptoms, risks, and where to get help. If it passes, hospitals and health services would be required to provide clearer information to help people spot the disease earlier."
2587,"Voting to support this bill means you want British citizens living abroad to keep the right to vote in UK elections for longer. Currently, if you live overseas for more than 15 years, you lose your voting rights - this bill would remove or extend that time limit so expats can vote indefinitely."
2593,"[""- Recognizing Palestinian statehood could strengthen the UK's commitment to a two-state solution and signal support for Palestinian self-determination and sovereignty"",""- Early recognition may incentivize Palestinian authorities to engage in peace negotiations and demonstrate international commitment to resolving the conflict through diplomatic means"",""- Recognition aligns the UK with several European nations and UN member states that have already recognized Palestine, potentially amplifying UK influence in Middle Eastern peace efforts"",""- Formal recognition could improve the UK's standing with Arab nations and Muslim-majority countries, potentially benefiting broader trade and diplomatic relationships""]"
2594,"[""- Recognizes Palestinian self-determination: Formal recognition acknowledges the Palestinian people's right to establish their own sovereign state, fulfilling a long-standing principle of international law regarding self-determination of peoples."",""- Strengthens UK diplomatic leverage: Official recognition could enhance the UK's ability to influence peace negotiations and have credibility as a mediator between Israelis and Palestinians in future diplomatic efforts."",""- Aligns with international precedent: Several countries and international bodies have already recognized Palestinian statehood, so this brings UK policy into line with existing global recognition and the UN's position on Palestinian representation."",""- Provides institutional clarity: Recognition establishes clearer diplomatic channels and enables direct governmental engagement with Palestinian authorities on matters including trade, legal cooperation, and humanitarian assistance.""]"
2595,"[""- Recognizing Palestinian statehood could strengthen the UK's diplomatic role in Middle East peace negotiations and demonstrate support for the two-state solution framework"",""- Recognition may provide Palestinians with greater international legitimacy and legal standing to participate in global institutions, potentially supporting their interests in peace talks"",""- Supporting this bill aligns with calls from international human rights organizations and reflects the position already taken by countries including Spain, Ireland, and Norway"",""- Parliamentary recognition could increase pressure on the UK government to condition aid or trade agreements on Israeli compliance with international law regarding settlements and civilian protection""]"
2597,"Voting to support this bill means you want to improve palliative care (comfort care for people with serious illnesses). If it passes, the bill would likely improve how palliative care is delivered across the UK, ensuring more people get better quality end-of-life care and support."
2598,"Voting for this bill means you want to improve care for people with serious illnesses who are nearing the end of their lives. If it passes, it would likely make palliative care (comfort-focused treatment) more available and ensure people have better access to pain relief and emotional support."
2611,"Voting to support this bill means you want to protect publicly-owned parks and playing fields from being sold off. If it passes, councils and other public bodies would be banned (or heavily restricted) from selling these green spaces, keeping them available for local communities to use for recreation and sport."
2631,"Voting to support this bill means you want to give voters more power over their MPs. If it passes, voters could trigger a vote to remove their MP mid-term (recall) and have a say in choosing candidates before general elections (primaries), rather than just voting for whoever the party picks."
2633,"[""- Strengthens democratic accountability by requiring Parliament to vote on trade deals that affect the entire country, rather than leaving decisions to government ministers alone"",""- Protects Parliament's ability to scrutinise terms that could impact NHS services, food standards, environmental protections, and workers' rights before they become binding"",""- Allows elected MPs to debate trade agreements publicly and on the parliamentary record, giving constituents transparency about decisions affecting their livelihoods and communities"",""- Prevents rushed or controversial trade deals from being ratified without proper parliamentary consideration, reducing the risk of poor agreements being locked in long-term""]"
2642,"- Fares and routes can be set based on public interest rather than profit maximization, potentially reducing ticket prices and maintaining services on less commercially viable routes that private operators might abandon. - Public ownership eliminates shareholder dividends and private profits, directing more revenue directly into service improvements, staff pay, and infrastructure investment. - The government gains direct control over safety standards, service frequency, and timetables without needing to negotiate with multiple private operators or face legal disputes over franchise terms. - Integrated planning becomes possible across the entire network, allowing coordinated investment and service design rather than fragmented decision-making by competing private companies."
2650,"[""- Improves safety for vulnerable pedestrians: parents with buggies, elderly people, and disabled individuals forced into the road when pavements are blocked by parked cars"",""- Increases accessibility for wheelchair users and those with mobility aids who cannot navigate around parked vehicles on narrow pavements"",""- Gives local communities control over their own streets: councils can set rules reflecting local circumstances rather than a central government mandate"",""- Reduces pavement damage from vehicle weight and encourages more sustainable transport by making it less convenient to park carelessly on public walkways""]"
2652,"Voting to support this bill means you want pedicabs (human-powered three-wheeled taxis) to be properly regulated and legally allowed to operate in the UK. If it passes, pedicabs would have clear rules about safety, insurance, and licensing, making them a safer and more organized transport option."
2653,"Voting to support this bill means you want pedicabs (human-powered taxi bikes) to be properly regulated and licensed in London. If it passes, pedicabs would have clearer rules about safety, insurance, and how they operate on London's streets."
2654,"Voting to support this bill means you want pedicabs (human-powered three-wheeled taxis) to be properly regulated in London. If it passes, pedicabs would have clearer rules about safety, insurance, and how they operate on London's streets."
2656,"Supporting this Act means backing rules that make pedicabs (human-powered taxis) safer and more regulated in London. It could protect passengers and cyclists, ensure fair pricing, and improve traffic safety by controlling how pedicabs operate."
2661,"[""- Provides financial autonomy: Allows terminally ill individuals to access their pension savings while still alive to fund end-of-life care, medical treatments, or leave inheritances to family members, rather than losing control of funds."",""- Removes bureaucratic barriers: Eliminates age restrictions and standard withdrawal penalties for people with certified terminal conditions, reducing administrative delays when time is critical."",""- Addresses care costs: Enables people to pay for private healthcare, palliative care, or hospice services directly from their own pensions rather than relying solely on NHS provision or family resources."",""- Respects personal choice: Acknowledges that individuals should have the right to decide how their life savings are used in their final months, prioritizing personal autonomy over rigid pension protection rules.""]"
2665,"[""- Protects pensioners from sudden, unannounced cuts to Pension Credit by requiring government to consult affected groups before implementing changes"",""- Ensures Personal Expense Allowances are kept under regular review, helping maintain their real value against inflation and rising living costs"",""- Gives pensioners, charities, and advocacy organisations a formal voice in decisions affecting their income security and welfare"",""- Creates democratic accountability by making government justify and explain policy decisions about pensioner support rather than acting unilaterally""]"
2670,"[""- Strengthens protection for pension savers by giving the Pensions Regulator tougher enforcement powers to crack down on badly-managed schemes and hold trustees accountable"",""- Reduces fraud and scams through stricter rules on pension transfers, including mandatory checks to prevent members transferring their pensions into fraudulent schemes that could lose their life savings"",""- Improves pension scheme sustainability by requiring trustees to have better risk management and stronger governance processes, ensuring schemes remain financially healthy long-term"",""- Modernises outdated pension rules to reflect how pensions are managed today, making the system clearer and fairer for ordinary savers while reducing regulatory burden on well-run schemes""]"
2671,"Supporting this Act means helping pension schemes update how they handle Guaranteed Minimum Pensions (GMPs) - a type of pension promise made to workers before 1997. It simplifies the rules so pension schemes can convert these old pension promises into modern ones, making them easier to manage and potentially reducing costs for schemes."
2681,"- Provides formal recognition and investigation of genuine hardship faced by 1950s-born women who had their State Pension age raised by up to 6 years with what many argue was inadequate notice, forcing difficult choices about work and savings
- Could lead to targeted compensation or pension adjustments for the most affected women, offering financial relief to those nearing or in retirement with reduced savings
- Establishes an independent review process that would gather evidence and make recommendations, ensuring decisions are based on thorough analysis rather than political judgment alone
- Addresses a known gap in communication: many affected women claim they were unaware of changes to their pension age until close to retirement, making the review a matter of fairness and transparency"
2686,"[""- Early identification of mental health conditions prevents serious harm: screening can detect postnatal depression and anxiety before they escalate, reducing risk of self-harm, suicide (a leading cause of maternal death), and neglect of newborns"",""- Ensures equitable access across the UK: mandatory assessments mean all women receive consistent screening regardless of postcode or NHS trust, eliminating current gaps where some areas offer minimal mental health support"",""- Reduces long-term costs to the NHS and social services: early intervention through assessment and treatment is cheaper than managing crisis situations, emergency admissions, or child protection interventions later"",""- Improves infant outcomes: mothers receiving timely mental health support show better bonding, breastfeeding rates, and child development, with benefits extending into childhood and adolescence""]"
2691,"- Accelerates housing delivery by removing planning delays, helping address the UK's housing shortage by enabling faster residential conversions and new builds without lengthy council review periods
- Reduces costs for developers and homeowners by eliminating expensive planning application fees and consultant costs, making development more economically viable for smaller projects
- Cuts red tape and bureaucracy, allowing straightforward residential extensions and conversions to proceed quickly without subjective council judgment, particularly benefiting homeowners wanting to extend their own properties
- Enables commercial-to-residential conversions more easily, helping repurpose vacant high street and office buildings in town centres into much-needed homes"
2702,"[""- Maintains domestic energy production capacity, reducing UK reliance on imported oil and gas and supporting energy security and stable fuel prices"",""- Generates significant tax revenues and royalties from petroleum operations that fund public services, and sustains high-skilled jobs in energy sectors and supply chain industries"",""- Allows existing petroleum infrastructure and expertise to be managed efficiently during the transition to renewable energy, rather than abandoning assets prematurely"",""- Provides a regulated, predictable framework for oil and gas companies to operate, encouraging investment in UK waters and supporting existing workers in the sector""]"
2707,"- Dramatically increases the chances of reuniting lost or stolen pets with owners, reducing the number of animals entering shelters and improving animal welfare outcomes. - Enables local authorities and enforcement officers to quickly identify pet owners and hold them accountable for animal cruelty, neglect, or abandonment by accessing the microchip database. - Creates a more efficient system for tracking dangerous or problem animals across the country, improving public safety. - Reduces the burden on animal rescue charities and local councils by decreasing the number of unidentified animals requiring long-term care."
2722,"- Protects homes and lives by preventing construction in areas with genuine high flood risk, reducing the number of people exposed to dangerous water events and associated casualties
- Reduces financial burden on taxpayers and insurance companies by avoiding costly flood damage claims through prevention rather than crisis response and repairs
- Encourages developers to invest in innovative flood-resilient design and sustainable drainage systems, which can become standard practice and improve building quality across the sector
- Gives local communities and councils stronger tools to object to unsuitable developments and have genuine say in what gets built in their areas"
2736,"[""- Ensures new housing developments contribute fairly toward local infrastructure, preventing situations where communities absorb the costs of growth without adequate schools, GP surgeries, or transport links"",""- Creates clearer, more transparent rules for calculating developer contributions, reducing lengthy negotiations and allowing projects to proceed faster while protecting community interests"",""- Increases funding available to local councils for essential services by standardizing contribution requirements and reducing loopholes that previously allowed developers to minimize payments"",""- Supports sustainable growth by making developers account for the real infrastructure costs their projects generate, encouraging responsible development patterns""]"
